text,Event
"BREAKING: Two brothers suspected of #CharlieHebdo terror attacks in Paris killed, according to reports in France http://t.co/23JyHdGnp7",charliehebdo
"Video footage of the the Paris shooting from French TV, via @nycjim, including a shout of Allahu akbar http://t.co/zRCnE2NeQ6",charliehebdo
What we know so far about the major operation northeast of Paris #CharlieHebdo http://t.co/GWpwcdfIJA http://t.co/UpeKOm4WCN,charliehebdo
The artist behind this iconic #CharlieHebdo pencil tribute http://t.co/qDdyz2cS8D http://t.co/UrTJu7Pkbd,charliehebdo
Hundreds of police at siege in Dammartin-en-Goele. Follow our #CharlieHebdo coverage: http://t.co/jMOZXPaSOJ http://t.co/kPAlm9TQwQ,charliehebdo
Israeli news is carrying a live interview with a woman whose niece is one of the hostages in #Paris. Niece is inside with a 6-month-old baby,charliehebdo
Charlie Hebdo killers tell police: 'We are ready to die as martyrs' http://t.co/h4Gp9BAetN http://t.co/MMF4hXUKDd,charliehebdo
"Terrifying account. Attackers spoke perfect French, eyewitness says RT  http://t.co/n1uLNlY9bf via @humanite_fr http://t.co/snAKGl1XkX",charliehebdo
"BREAKING: French authorities say the two #CharlieHebdo terrorists are still ""armed and extremely dangerous.""",charliehebdo
"Armed with kalachnikovs &amp; rocketlauncher, 2 men open fire at French satirical mag Charlie Hebdo that published Prophet Mohamed cartoons @AFP",charliehebdo
"Paris Murder Suspects Cornered with Hostage
http://t.co/yzHJi4Hw54",charliehebdo
Breaking: Gunman linked to 'Charlie Hebdo' shooters takes hostages at kosher grocery store http://t.co/OPZgxUhYlv,charliehebdo
"11 dead in Paris shooting at French satirical newspaper Charlie Hebdo, police official says - @AP http://t.co/ZFJYh80uxy",charliehebdo
Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen http://t.co/CVcFrESdld http://t.co/8EmDi6eZL3,charliehebdo
"BREAKING NEWS: Shots Fired, Hostages Taken in Town Northeast of Paris http://t.co/cvtBTLqc6e",charliehebdo
Banksy account joins cartoonists support for #CharlieHebdo #JeSuisCharlie  http://t.co/nFD1N4Yqu0 http://t.co/R2bEWKupRt,charliehebdo
#CharlieHebdo attack suspects take 1 person hostage North-East of Paris (police source) http://t.co/LdSF5QeCiv http://t.co/2y5fPwHXA7,charliehebdo
"French cartoonists Charb, Cabu, Tignous and Wolinski all killed in Charlie Hebdo attack http://t.co/CbudA0P8Op http://t.co/1YlQLrdp70",charliehebdo
Paris is on the highest terrorist alert after 12 people were shot dead at the offices of a satirical weekly magazine. http://t.co/040PfC0If8,charliehebdo
"Trocadero square in Paris evacuated. Policemen pointing their gun.
http://t.co/u6qjxNUibY via @MelodiePeps",charliehebdo
MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK,charliehebdo
"Trocadero square in Paris evacuated. Policemen pointing their gun.
http://t.co/3fCXh6Sgp8 via @MelodiePeps",charliehebdo
Two police officers have been injured in a shooting in #Montrouge in southern #Paris - there is no direct link with the #CharlieHebdo attack,charliehebdo
11 dead as shots fired at French satirical weekly #CharlieHebdo. Photo: Philippe Dupeyrat  #AFP http://t.co/q38epI1b8b,charliehebdo
"1st person killed by terrorists was a French Muslim cop, RIP Ahmed Merabet. Bigotry is ALWAYS wrong! #CharlieHebdo http://t.co/yyitubfAIt",charliehebdo
At least 11 dead and 5 injured after gunmen storm Charlie Hebdo office in Paris http://t.co/Ujw9LonL8N http://t.co/JnhZmKeW5M,charliehebdo
BREAKING: Police search northern France gas station local media says was allegedly robbed by #CharlieHebdo suspects. http://t.co/BTqdPhZdL9,charliehebdo
Hostages have reportedly been taken as police pursue gunmen responsible for the #ParisAttack http://t.co/RkQMx9cijy http://t.co/CilbwL4ewF,charliehebdo
Building in Dammartin-en-Goele where #CharlieHebdo suspects believed to be holed up http://t.co/BXIQYIqT0R http://t.co/HSzL3gK9eT,charliehebdo
Just confirmed. 10 people dead at shooting in the centre of #Paris. Many believed to be journos working for #CharlieHebdo,charliehebdo
UPDATE: Two Paris cops shot as manhunt for #CharlieHebdo suspects continues http://t.co/RgwbjXuMTJ http://t.co/wnY8ZMR7Rd,charliehebdo
#CharlieHebdo - 11 dead including 2 police in Paris shooting by @MartinBureau1 #AFP http://t.co/T8HpVdpjjN,charliehebdo
JUST IN: Police confirm to @ABC there is a second hostage situation underway in eastern Paris,charliehebdo
LIVE REPORT - Assault in Paris ( #Vincennes ) . Some hostages are  free. http://t.co/umff4LVVJL  #CharlieHebdo http://t.co/tAtUcfI5pc,charliehebdo
Charlie Hebdo: AFP reports another shooting and hostage taken at grocery in eastern Paris – live updates http://t.co/hRyDuB5t0K,charliehebdo
"Killing of policewoman in Paris linked to #CharlieHebdo killers, police tell French media after identifying suspect http://t.co/vMD7kvcrjr",charliehebdo
UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g,charliehebdo
#CharlieHebdo Stéphane Charbonnier and Jean Cabut died for freedom of press. May their bravery &amp; spirit live forever http://t.co/JBjJicdNbq,charliehebdo
"BREAKING: Three gunmen involved in attack on Charlie Hebdo magazine, French Interior Minister Bernard Cazeneuve says. http://t.co/ak9mTVfJdR",charliehebdo
"Breaking: Two hostage situations in France are linked, Paris prosecutor says",charliehebdo
"now 13 dead at Charlie #Hebdo; gunmen show signs of military training; fled in black car, dumped it, hijacked another; set off for suburbs",charliehebdo
French media report the Trocadero near the Eiffel Tower in #Paris has been evacuated and police have been deployed there,charliehebdo
"At least five people have been taken hostage at the kosher grocery, reports say #ParisAttacks http://t.co/8MdsGYsaOZ http://t.co/2NtIkBmIYk",charliehebdo
Supermarket hostage-takers reportedly threaten to kill if police storm #CharlieHebdo suspects http://t.co/ATmBpjwW3b http://t.co/4auIDG7ljG,charliehebdo
Update - Reuters reports at least one person killed &amp; several injured in shootout before hostage-taking in Dammartin-en-Goele in France,charliehebdo
French police: Hostage-taker at Paris market linked to #CharlieHebdo attack http://t.co/YfzbniZmak http://t.co/4HVVUhdG4C,charliehebdo
#BREAKING Armed man takes hostage in kosher grocery in Paris: source,charliehebdo
AFP map of the region northeast of Paris where Wednesday's massacre suspects are cornered with hostage http://t.co/H9SwsdTFRf,charliehebdo
12 people now known to have died after gunmen stormed the Paris HQ of magazine #CharlieHebdo http://t.co/ImgE2AACPw http://t.co/h2wgFokYVW,charliehebdo
Scene at Paris HQ of satirical magazine Charlie Hebdo - police confirm gunmen kill at least 10 http://t.co/t3gks9dapq http://t.co/bnD65c9hwF,charliehebdo
"#BREAKING
Both #CharlieHebdo suspects killed after police operation in Dammartin-en-Goele, reports AFP",charliehebdo
Nice work from Banksy #JeSuisCharlie http://t.co/w9pJIrf7cP,charliehebdo
#Charlie Hebdo. It was press day at the magazine so all important staff were there. Now 10 assassinated along with 2 police officers.,charliehebdo
Banksy's response to the #CharlieHebdo attack isn't by Banksy. But it is striking: http://t.co/mag1lJXzjL http://t.co/3TDPkGFxrx,charliehebdo
BREAKING: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects.,charliehebdo
Field near printers has become a makeshift helicopter pad for airforce and gendarmerie Puma helicopters #charliehebdo http://t.co/O5VQOFpWlV,charliehebdo
JUST IN: Police tell @ABC it's probable gunman in second Paris hostage situation is man who killed a policewoman yesterday - @WilliamsJon,charliehebdo
BREAKING: Paris police: Market gunman threatens to kill hostages if police storm terrorist brothers.,charliehebdo
"Great picture by Banksy. So simple, yet so powerful. #JeSuisCharlie 
Please share. http://t.co/v1ojeJ4d2l",charliehebdo
Reports that two of the dead in the #CharlieHebdo attack are police officers http://t.co/2J4WQdJnTp http://t.co/LiPDxdq1cb,charliehebdo
#CharlieHebdo gunmen fled in stolen car after 'mass shoot-out' with police officers http://t.co/eocvQn42Hg http://t.co/545ooj5xMM,charliehebdo
Update - AFP reports at least two people killed after shooting at kosher grocery in eastern #Paris in which at least five were taken hostage,charliehebdo
Charlie Hebdo shooting latest: 12 dead and gunmen still at large http://t.co/6jRqXgPogM http://t.co/hO7lvftma5,charliehebdo
AFP: several hostages have been freed at Jewish supermarket in #Paris,charliehebdo
"French leader: Attack that killed 11 at Paris newspaper an act of terror, other attacks thwarted in recent weeks: http://t.co/9rrqfEaQj5",charliehebdo
Gunman in third shootout reportedly same man who killed police officer in this attack on Thurs http://t.co/BbPuxPz8Fk http://t.co/0ZviEoZLtN,charliehebdo
#BREAKING : Both hostages in #Dammartin and #Paris are free and safe http://t.co/OYSXRQ9xuv,charliehebdo
"Ahmed Merabet, a French Police officer, the first victim of #CharlieHebdo attack .. He was a Musilm #RIP http://t.co/Z5Qx2gGMNp",charliehebdo
BREAKING: French police: Suspects in newspaper attack appear to have taken a hostage northeast of Paris,charliehebdo
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",charliehebdo
"French media reports two suspects of #CharlieHebdo attack are killed, and supermarket hostage-taker also killed http://t.co/9OV0KKlxXG",charliehebdo
Armed men were reportedly asking for journalists by name at Charlie Hebdo. Unimaginable..  http://t.co/A11KlzNPnn,charliehebdo
"R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/vEHq0PAZwE",charliehebdo
The #CharlieHebdo massacre brothers have been killed. Full story here: http://t.co/s7KfpU7vqb http://t.co/jFCrKaZ3DL,charliehebdo
#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,charliehebdo
"Officials say 3 gunmen carried out Charlie Hebdo shootings, France’s bloodiest terrorist attack in nearly 2 decades. http://t.co/03Tiwniedk",charliehebdo
Gunman at Paris grocery store threatens to kill hostages if police storm the #CharlieHebdo brothers. http://t.co/EBbK7ny8Cx,charliehebdo
"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",charliehebdo
#BREAKING Paris hostage-taker 'knows' one Charlie Hebdo killer: source,charliehebdo
Reports of shots fired north-east of Paris as French police pursue two suspected Charlie Hebdo gunmen in car chase http://t.co/FbUYubJDOY,charliehebdo
"Powerful image, yes. But it was drawn by @lucilleclerc, not by Banksy. Details: http://t.co/J4WBazwZF7 #charliehebdo http://t.co/f3OEIDDj1K",charliehebdo
DEVELOPING: #CharlieHebdo shooting suspects holed up in premises of construction company http://t.co/G6eunBDIrj http://t.co/Jw357f31GO,charliehebdo
"#BREAKING - 1 injured in #Paris Kosher supermarket shooting, hostage drama underway &gt;&gt;&gt; http://t.co/UWSXS2YVKU http://t.co/9QtJKgfWxo",charliehebdo
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",charliehebdo
French media say Paris hostage-taker demanding freedom of #CharlieHebdo suspects #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/MI7DYRuBDP,charliehebdo
Another shooting reported at the Trocadero near the Eiffel Tower (LIVE UPDATES) http://t.co/cI8cztQjE6,charliehebdo
Cartoonist Stephane Charbonnier was critically injured in the attack (LeFigaro) #CharlieHebdo http://t.co/fHMfUmQffo,charliehebdo
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/dbIE1GD3Cw,charliehebdo
Gendarmerie arrive at the hostage taking in Dammartin-en-Goele. Latest: http://t.co/7N7uvClhWY (Pic:Martmann/Reuters) http://t.co/kntlzzmvHm,charliehebdo
#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault,charliehebdo
Hostage-taker at kosher market in #Paris said to be killed. Mayor confirms 2 brothers killed at separate hostage-taking. #CharlieHebdo,charliehebdo
Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers http://t.co/GFdUI2rwlN,charliehebdo
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK,charliehebdo
Evet! : From Banksy #JeSuisCharlie http://t.co/7QX4hhYytl”,charliehebdo
#BREAKING: Reports hostage situation underway north-east of Paris http://t.co/COe8YbNp2M #CharlieHebdo http://t.co/GpbstHfKEc,charliehebdo
BREAKING: French Interior minister: Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin-en-Goele.,charliehebdo
Five hostages are being held at a kosher grocery store in east Paris http://t.co/w8UiYqEqTM http://t.co/UFnpEqXvLi,charliehebdo
"BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris http://t.co/f30TSVt1yN http://t.co/jeuTP0IOZg",charliehebdo
"As #CharlieHebdo attack unfolded, a journalist tweeted while taking shelter on a roof http://t.co/VUnbUrUpws http://t.co/P8E6hJcmHw",charliehebdo
10 dead as shots fired at French satirical weekly #CharlieHebdo. #AFP http://t.co/KqSnXV4Kqf,charliehebdo
#BREAKING Le Monde newspaper says hostage take at Kosher supermarket in #Paris dead. #PorteDeVincennes #ParisTerrorAttacks,charliehebdo
French Interior Minister says operation under way to detain 2 #CharlieHebdo suspects http://t.co/2pHnT9UofV,charliehebdo
"Industrial zone in Dammartin-en-Goël, near Paris, scene of hostage taking and manhunt. More: http://t.co/8zhiaZAshc http://t.co/zCpXy3EN1P",charliehebdo
Special forces stands on the roof of a building in Dammartin-en-Goele where a hostage-taking is underway #AFP http://t.co/gcm7TRRVfd,charliehebdo
"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A",charliehebdo
"Schools close, people told to stay indoors amid Dammartin-en-Goele #CharlieHebdo manhunt  http://t.co/D8ZTxcCaK5 http://t.co/juVYYleAJ4",charliehebdo
"#CharlieHebdo Attack UPDATE: Cartoonists Cabu, Charb, Wolinski die - report http://t.co/3Jsosc7yl3 http://t.co/3H1ZbykE0D",charliehebdo
BREAKING: Police: Hostage-taker at Paris market is suspect in slaying of policewoman a day earlier.,charliehebdo
"""You tell the media it was al-Qaeda in Yemen"" - reported words of #CharlieHebdo attackers. 
Read more: http://t.co/qDPrycGtAR
#c4news",charliehebdo
Update - Police say 3 gunmen on the loose after 12 people were killed when HQ of satirical publication #CharlieHebdo was attacked in #Paris,charliehebdo
"#CharlieHebdo hostage freed in Dammartin - Kouachi brothers both killed, AFP reports http://t.co/7N7uvClhWY",charliehebdo
BREAKING:  At least two reportedly killed in hostage drama in Paris-area kosher synagogue http://t.co/PBs3sMwhLt,charliehebdo
BREAKING: Gunfire reported in French town as police hunt suspects in #CharlieHebdo attack | More soon at: http://t.co/SIQeukZutl,charliehebdo
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl,charliehebdo
A French police officer said that the suspected Charlie Hebdo gunmen said they seek to “die as martyrs” http://t.co/cQZezwr4sl,charliehebdo
